Question;Source author name;Source URL;Theme
What reasons do customers cite for selecting your business over a competitor?;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Sales Team
What are the most common objections you hear?;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Sales Team
Which schools did they attend? Public or Private?;Jesse Ness;https://www.ecwid.com/blog/how-to-create-buyer-personas-for-an-ecommerce-store.html;School Life
What did they study?;Jesse Ness;https://www.ecwid.com/blog/how-to-create-buyer-personas-for-an-ecommerce-store.html;School Life
Were they popular at school?;Jesse Ness;https://www.ecwid.com/blog/how-to-create-buyer-personas-for-an-ecommerce-store.html;School Life
What type of school did they attend? Public or private? Small or large? Was it a well-rated and respected school or a struggling school?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What were they like at school? Were they popular? A loner? Somewhere in between?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What “social group” (if any) did they fit into?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
Which extra-curricular activities (if any) did they take part in?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
How well did they do at school? Did they tend to fail, excel, or were they an average student?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
Did they get into much trouble at school?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What was their favorite subject?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What was their least-favorite subject?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What did they want to be when they were growing up?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
Did they go to college?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
If so, which one?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
Without wanting to repeat myself, which extra-curricular activities (if any) did they take part in at college?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
Did they join a sorority or fraternity?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What was their social life like at college?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What kinds of grades did they get?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
If they didn’t go to college, what stopped them? Cost? Grades? Or did college simply not fit with their goals?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
If they didn’t go to college, what did they do after high school? Get their first job? Go traveling? Nothing?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What is their current literacy level?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What are your career goals?;Carol Ann Tan;https://www.sprk-d.com/blog/21-essential-questions-to-ask-during-a-buyer-persona-interview;Working Life
What is your job title with your employer?;Carol Ann Tan;https://www.sprk-d.com/blog/21-essential-questions-to-ask-during-a-buyer-persona-interview;Working Life
What are your responsibilities in that role?;Carol Ann Tan;https://www.sprk-d.com/blog/21-essential-questions-to-ask-during-a-buyer-persona-interview;Working Life
What skills does the job require?;Carol Ann Tan;https://www.sprk-d.com/blog/21-essential-questions-to-ask-during-a-buyer-persona-interview;Working Life
What industry (or industries) is the company a part of?;Carol Ann Tan;https://www.sprk-d.com/blog/21-essential-questions-to-ask-during-a-buyer-persona-interview;Working Life
How many employees work there?;Carol Ann Tan;https://www.sprk-d.com/blog/21-essential-questions-to-ask-during-a-buyer-persona-interview;Working Life
What does success in your job look like to you?;Carol Ann Tan;https://www.sprk-d.com/blog/21-essential-questions-to-ask-during-a-buyer-persona-interview;Working Life
What are some of your biggest priorities when making decisions for the company?;Carol Ann Tan;https://www.sprk-d.com/blog/21-essential-questions-to-ask-during-a-buyer-persona-interview;Working Life
What are the company’s short- and long-term objectives?;Carol Ann Tan;https://www.sprk-d.com/blog/21-essential-questions-to-ask-during-a-buyer-persona-interview;Working Life
What are the biggest challenges you’re facing in your role?;Carol Ann Tan;https://www.sprk-d.com/blog/21-essential-questions-to-ask-during-a-buyer-persona-interview;Working Life
What are the biggest challenges your company hopes to tackle this year?;Carol Ann Tan;https://www.sprk-d.com/blog/21-essential-questions-to-ask-during-a-buyer-persona-interview;Working Life
In what industry do you work?;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Working Life
To what job level do you aspire?;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Working Life
How long have you been in your current position?;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Working Life
What does a typical day look like for you?;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Working Life
How much time do you spend at work and at home?;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Working Life
What are the top questions asked by customers?;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Working Life
What are the top questions asked by prospects?;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Working Life
Take me back to the day when you first decided to explore your [product/service] options. What was going on in your life that made you think about making this purchase?;Kaitlyn Petro;https://www.impactbnd.com/blog/buyer-persona-questions-to-ask-in-your-persona-interviews;Working Life
How did you hear about [your company]?;Kaitlyn Petro;https://www.impactbnd.com/blog/buyer-persona-questions-to-ask-in-your-persona-interviews;Working Life
What initially attracted you to us?;Kaitlyn Petro;https://www.impactbnd.com/blog/buyer-persona-questions-to-ask-in-your-persona-interviews;Working Life
What was your first impression of us?;Kaitlyn Petro;https://www.impactbnd.com/blog/buyer-persona-questions-to-ask-in-your-persona-interviews;Working Life
Were you the main person doing research when you found us? If not, who was?;Kaitlyn Petro;https://www.impactbnd.com/blog/buyer-persona-questions-to-ask-in-your-persona-interviews;Working Life
What 3 words would you have used to describe [your company] while you were comparing other companies? (If you don’t mind me asking, what words would you have used to describe the other companies you were evaluating?);Kaitlyn Petro;https://www.impactbnd.com/blog/buyer-persona-questions-to-ask-in-your-persona-interviews;Working Life
What was your biggest concern or reservation (if any) about buying from us?;Kaitlyn Petro;https://www.impactbnd.com/blog/buyer-persona-questions-to-ask-in-your-persona-interviews;Working Life
Describe your career path.;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
What is the size of your company (revenue, employees)?;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
What is your job role? Your title?;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
Whom do you report to? Who reports to you?;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
How is your job measured?;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
What does a typical day look like?;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
Which skills are required to do your job?;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
What knowledge and which tools do you use in your job?;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
What are you responsible for?;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
What does it mean to be successful in your role?;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
How do you learn about new information for your job?;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
Which publications or blogs do you read?;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
Which associations and social networks do you participate in?;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
What are your general job objectives?;Qatar Computing Research Institute;https://persona.qcri.org/blog/how-to-create-personas-a-list-of-common-interview-questions/;Working Life
What kind of customer or user information do you need?;Qatar Computing Research Institute;https://persona.qcri.org/blog/how-to-create-personas-a-list-of-common-interview-questions/;Working Life
What analytics information are you currently using?;Qatar Computing Research Institute;https://persona.qcri.org/blog/how-to-create-personas-a-list-of-common-interview-questions/;Working Life
What kind of customer- or user-related questions are currently not answered using the available data?;Qatar Computing Research Institute;https://persona.qcri.org/blog/how-to-create-personas-a-list-of-common-interview-questions/;Working Life
How would you use personas in your own work?;Qatar Computing Research Institute;https://persona.qcri.org/blog/how-to-create-personas-a-list-of-common-interview-questions/;Working Life
What information you find useful in a persona profile?;Qatar Computing Research Institute;https://persona.qcri.org/blog/how-to-create-personas-a-list-of-common-interview-questions/;Working Life
(OPTIONAL: What information is missing from the shown persona profile?);Qatar Computing Research Institute;https://persona.qcri.org/blog/how-to-create-personas-a-list-of-common-interview-questions/;Working Life
What was their first full-time job?;Jesse Ness;https://www.ecwid.com/blog/how-to-create-buyer-personas-for-an-ecommerce-store.html;Working Life
How did they end up where they are today?;Jesse Ness;https://www.ecwid.com/blog/how-to-create-buyer-personas-for-an-ecommerce-store.html;Working Life
Has their career track been traditional or did they switch from another industry?;Jesse Ness;https://www.ecwid.com/blog/how-to-create-buyer-personas-for-an-ecommerce-store.html;Working Life
How often you buy high ticket items?;Jesse Ness;https://www.ecwid.com/blog/how-to-create-buyer-personas-for-an-ecommerce-store.html;Working Life
How much are they worth?;Jesse Ness;https://www.ecwid.com/blog/how-to-create-buyer-personas-for-an-ecommerce-store.html;Working Life
Are they responsible for making purchasing decision in the household?;Jesse Ness;https://www.ecwid.com/blog/how-to-create-buyer-personas-for-an-ecommerce-store.html;Working Life
What’s important to them and what’s driving the change?;Ardath Ablee;https://marketinginteractions.typepad.com/marketing_interactions/2013/02/personas-in-the-closet.html;Working Life
What’s impeding or speeding their need to change?;Ardath Ablee;https://marketinginteractions.typepad.com/marketing_interactions/2013/02/personas-in-the-closet.html;Working Life
How do they go about change?;Ardath Ablee;https://marketinginteractions.typepad.com/marketing_interactions/2013/02/personas-in-the-closet.html;Working Life
What do they need to know to embrace change?;Ardath Ablee;https://marketinginteractions.typepad.com/marketing_interactions/2013/02/personas-in-the-closet.html;Working Life
Who do they turn to for advice or information?;Ardath Ablee;https://marketinginteractions.typepad.com/marketing_interactions/2013/02/personas-in-the-closet.html;Working Life
What’s the value they visualize once they make a decision?;Ardath Ablee;https://marketinginteractions.typepad.com/marketing_interactions/2013/02/personas-in-the-closet.html;Working Life
Who do they have to sell change to in order to get it?;Ardath Ablee;https://marketinginteractions.typepad.com/marketing_interactions/2013/02/personas-in-the-closet.html;Working Life
What could cause the need for this change to lose priority?;Ardath Ablee;https://marketinginteractions.typepad.com/marketing_interactions/2013/02/personas-in-the-closet.html;Working Life
What is your job title?;Mark Loehrke;https://www.clariantcreative.com/blog/creating-personas-interview-questions-to-get-you-started;Working Life
What are your responsibilities?;Mark Loehrke;https://www.clariantcreative.com/blog/creating-personas-interview-questions-to-get-you-started;Working Life
What is a typical workday like for you?;Mark Loehrke;https://www.clariantcreative.com/blog/creating-personas-interview-questions-to-get-you-started;Working Life
How many years of experience do you have?;Mark Loehrke;https://www.clariantcreative.com/blog/creating-personas-interview-questions-to-get-you-started;Working Life
What is your professional background?;Mark Loehrke;https://www.clariantcreative.com/blog/creating-personas-interview-questions-to-get-you-started;Working Life
How do you measure success in your position?;Mark Loehrke;https://www.clariantcreative.com/blog/creating-personas-interview-questions-to-get-you-started;Working Life
What specialized skills or tools are required in your position?;Mark Loehrke;https://www.clariantcreative.com/blog/creating-personas-interview-questions-to-get-you-started;Working Life
To whom do you report? Who reports to you?;Mark Loehrke;https://www.clariantcreative.com/blog/creating-personas-interview-questions-to-get-you-started;Working Life
What was their first ever job (remember that this may overlap with school or college)?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
What was their first ever full-time job?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
What job are they currently doing?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
How long have they been in their current role?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
Why did they choose this job? Were they head-hunted? Or perhaps the role is a stop-gap until they find something more suited to their skill set?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
What are their key responsibilities?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
How much do they earn?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
Do they feel their current salary offers fair compensation for the work they do?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
Do they enjoy their job?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
Do they like the people they work with?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
Do they like their boss?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
What, if anything, would they change about their current role?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
How do they see their role progressing? Will they be looking to move to another company or progress within their current firm?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
Are they considering a career change?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
What is their dream job?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
Do they have any plans to pursue their dream job?;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
